species,num_sequences,num_families,num_superfamilies,num_orders,families,superfamilies,orders,length_min,length_max,length_mean,length_median,gc_mean,gc_median,accession,assembly_name,gc_percent,n50,source,organism_type,max_copies_calculated,min_copies_calculated
Papilio memnon,1,1,1,1,CR1,LINE,CLASSI,3337,3337,3337.0,3337,54.899610428528625,54.899610428528625,GCA_052862805.1,ASM5286280v1,35.5,1687513,refseq,animal,16481,13485
Drosophila subobscura,1,1,1,1,GYPSY,LTR,CLASSI,7522,7522,7522.0,7522,44.16378622706727,44.16378622706727,GCF_008121235.1,UCBerk_Dsub_1.0,45.0,11370518,refseq,animal,7311,5982
Amblyomma limbatum,1,1,1,1,RTE,LINE,CLASSI,3645,3645,3645.0,3645,39.06721536351166,39.06721536351166,N/A,N/A,,,failed,animal,15089,12345
Drosophila mediostriata,1,1,1,1,TC1MARINER,TIR,CLASSII,491,491,491.0,491,52.953156822810584,52.953156822810584,N/A,N/A,,,failed,animal,112016,91649
Schizaphis graminum,1,1,1,1,TC1MARINER,TIR,CLASSII,2065,2065,2065.0,2065,35.83535108958838,35.83535108958838,GCA_020882235.1,ASM2088223v1,28.0,15350123,refseq,animal,26634,21791
Timema poppensis,1,1,1,1,TC1MARINER,TIR,CLASSII,2224,2224,2224.0,2224,36.780575539568346,36.780575539568346,GCA_044715735.1,Tps_LRv5b_mtDNAv350,36.5,285601,refseq,animal,24730,20233
Ascaris lumbricoides,1,1,1,1,BELPAO,LTR,CLASSI,7632,7632,7632.0,7632,44.9685534591195,44.9685534591195,GCA_015227635.1,ALgV5,38.0,331493,refseq,animal,7206,5896
Echis coloratus,1,1,1,1,CR1,LINE,CLASSI,653,653,653.0,653,48.23889739663094,48.23889739663094,N/A,N/A,,,failed,animal,84226,68912
Lithobates catesbeianus,1,1,1,1,TC1MARINER,TIR,CLASSII,1545,1545,1545.0,1545,42.7831715210356,42.7831715210356,GCF_042186555.1,ASM4218655v1,43.5,3396515,refseq,animal,35598,29126
Simochromis diagramma,1,1,1,1,TC1MARINER,TIR,CLASSII,1560,1560,1560.0,1560,42.69230769230769,42.69230769230769,GCF_900408965.1,fSimDia1.1,41.0,2231376,refseq,animal,35256,28846
Mycteroperca microlepis,1,1,1,1,CACTA,TIR,CLASSII,1593,1593,1593.0,1593,34.58882611424984,34.58882611424984,N/A,N/A,,,failed,animal,34526,28248
Eufriesea mexicana,1,1,1,1,TC1MARINER,TIR,CLASSII,3634,3634,3634.0,3634,34.1221794166208,34.1221794166208,GCF_001483705.2,ASM148370v2,41.0,39013,refseq,animal,15134,12383
Prosopium spilonotus,1,1,1,1,TRNA,SINE,CLASSI,161,161,161.0,161,45.962732919254655,45.962732919254655,N/A,N/A,,,failed,animal,341614,279503
Egernia stokesii,1,1,1,1,RTE,LINE,CLASSI,3292,3292,3292.0,3292,42.13244228432564,42.13244228432564,N/A,N/A,,,failed,animal,16707,13669
Caenorhabditis angaria,1,1,1,1,LINE,LINE,CLASSI,4342,4342,4342.0,4342,44.173192077383696,44.173192077383696,GCA_964213925.1,nxCaeAnga2.1,34.0,7200575,refseq,animal,12666,10363
Phascolarctos cinereus,1,1,1,1,ERV,LTR,CLASSI,8428,8428,8428.0,8428,53.65448504983389,53.65448504983389,GCF_002099425.1,phaCin_unsw_v4.1,39.0,11587828,refseq,animal,6525,5339
Osmia bicornis,1,1,1,1,TC1MARINER,TIR,CLASSII,2283,2283,2283.0,2283,40.82347787998248,40.82347787998248,GCF_907164935.1,iOsmBic2.1,39.5,9077890,refseq,animal,24091,19710
Tupaia glis,1,1,1,1,TRNA,SINE,CLASSI,258,258,258.0,258,56.58914728682171,56.58914728682171,N/A,N/A,,,failed,animal,213178,174418
Pundamilia nyererei,1,1,1,1,TC1MARINER,TIR,CLASSII,1539,1539,1539.0,1539,42.69005847953216,42.69005847953216,GCF_000239375.1,PunNye1.0,40.5,22622,refseq,animal,35737,29239
Oreotrochilus melanogaster,1,1,1,1,RTE,LINE,CLASSI,3997,3997,3997.0,3997,49.91243432574431,49.91243432574431,GCA_013400995.1,ASM1340099v1,40.5,7679,refseq,animal,13760,11258
Salvator merianae,1,1,1,1,TC1MARINER,TIR,CLASSII,1546,1546,1546.0,1546,43.53169469598966,43.53169469598966,GCA_003586115.2,HLtupMer6,42.0,500019,refseq,animal,35575,29107
Phoxinus phoxinus,1,1,1,1,LTR,LTR,CLASSI,192,192,192.0,192,58.854166666666664,58.854166666666664,GCA_949152265.1,fPhoPho1.1,39.0,1988965,refseq,animal,286458,234375
Rasbora pauciperforata,1,1,1,1,TRNA,SINE,CLASSI,299,299,299.0,299,43.47826086956522,43.47826086956522,N/A,N/A,,,failed,animal,183946,150501
Bathymodiolus azoricus,1,1,1,1,TRNA,SINE,CLASSI,262,262,262.0,262,45.80152671755725,45.80152671755725,N/A,N/A,,,failed,animal,209923,171755
Eremiascincus douglasi,1,1,1,1,RTE,LINE,CLASSI,3126,3126,3126.0,3126,44.785668586052466,44.785668586052466,N/A,N/A,,,failed,animal,17594,14395
Mucor circinelloides,1,1,1,1,PIGGYBAC,TIR,CLASSII,2026,2026,2026.0,2026,39.04244817374136,39.04244817374136,GCA_051295215.1,Mcir_PS15m_1.0,39.5,3291799,refseq,hongo,27147,22211
Tilletia indica,1,1,1,1,ACADEM-1,TIR,CLASSII,8405,8405,8405.0,8405,51.850089232599636,51.850089232599636,GCA_001689995.1,PSWKBGD_1_1,54.5,200513,refseq,hongo,6543,5353
Kluyveromyces marxianus,1,1,1,1,COPIA,LTR,CLASSI,6042,6042,6042.0,6042,42.88315127441245,42.88315127441245,GCF_001417885.1,Kmar_1.0,40.0,1421472,refseq,hongo,9102,7447
Podarcis muralis,1,1,1,1,TRNA,SINE,CLASSI,356,356,356.0,356,60.39325842696629,60.39325842696629,GCF_004329235.1,PodMur_1.0,44.0,714612,refseq,animal,154494,126404
Drosophila pallidipennis,1,1,1,1,TC1MARINER,TIR,CLASSII,291,291,291.0,291,49.140893470790374,49.140893470790374,N/A,N/A,,,failed,animal,189003,154639
Pseudachorutes palmiensis,1,1,1,1,TC1MARINER,TIR,CLASSII,2112,2112,2112.0,2112,43.702651515151516,43.702651515151516,GCA_009869845.1,ASM986984v1,41.0,35249,refseq,animal,26041,21306
Lepidiolamprologus elongatus,1,1,1,1,TRNA,SINE,CLASSI,342,342,342.0,342,52.92397660818714,52.92397660818714,GCA_015102115.1,AUG8.scf,40.5,6445,refseq,animal,160818,131578
Teleogryllus occipitalis,1,1,1,1,KOLOBOK,TIR,CLASSII,4836,4836,4836.0,4836,34.36724565756824,34.36724565756824,GCA_011170035.1,Tocci_1.0,40.0,197533,refseq,animal,11373,9305
Haplochromis burtoni,1,1,1,1,TC1MARINER,TIR,CLASSII,1553,1553,1553.0,1553,43.07791371538957,43.07791371538957,GCF_018398535.1,NCSU_Asbu1,40.5,47717,refseq,animal,35415,28976
Oncorhynchus tshawytscha,1,1,1,1,TC1MARINER,TIR,CLASSII,1561,1561,1561.0,1561,44.97117232543241,44.97117232543241,GCF_018296145.1,Otsh_v2.0,43.5,2884253,refseq,animal,35233,28827
Chaetodipus californicus,1,1,1,1,TRNA,SINE,CLASSI,188,188,188.0,188,50.53191489361703,50.53191489361703,N/A,N/A,,,failed,animal,292553,239361
Oncorhynchus kisutch,1,1,1,1,TC1MARINER,TIR,CLASSII,1559,1559,1559.0,1559,44.64400256574728,44.64400256574728,GCF_002021735.2,Okis_V2,43.5,1159298,refseq,animal,35279,28864
Erebia ligea,1,1,1,1,TIR,TIR,CLASSII,1916,1916,1916.0,1916,48.8517745302714,48.8517745302714,GCA_917051295.2,ilEreLige1.2,37.5,14975182,refseq,animal,28705,23486
Formica selysi,1,1,1,1,TC1MARINER,TIR,CLASSII,2517,2517,2517.0,2517,31.54549066348828,31.54549066348828,GCA_009859135.1,ASM985913v1,36.5,5698920,refseq,animal,21851,17878
Chionodraco hamatus,1,1,1,1,HELITRON,HELITRON,CLASSII,8907,8907,8907.0,8907,42.101717750084205,42.101717750084205,GCA_009756495.1,Chamatus_v0.1,41.0,2261,refseq,animal,6174,5052
Ara macao,1,1,1,1,RTE,LINE,CLASSI,3991,3991,3991.0,3991,48.058130794287145,48.058130794287145,GCA_026283635.1,ASM2628363v1,40.0,1832,refseq,animal,13781,11275
Anopheles albimanus,1,1,1,1,TC1MARINER,TIR,CLASSII,1680,1680,1680.0,1680,40.17857142857143,40.17857142857143,GCF_013758885.1,VT_AalbS3_pri_1.0,49.0,25000043,refseq,animal,32738,26785
Paragonimus westermani,1,1,1,1,GYPSY,LTR,CLASSI,5400,5400,5400.0,5400,51.5,51.5,GCA_008508345.1,ASM850834v1,43.5,42170,refseq,animal,10185,8333
Macquaria australasica,1,1,1,1,TC1MARINER,TIR,CLASSII,1526,1526,1526.0,1526,43.90563564875492,43.90563564875492,GCA_005408345.2,DU_Maus_v2.0,41.0,536000,refseq,animal,36041,29488
Ceratitis rosa,1,1,1,1,TC1MARINER,TIR,CLASSII,1320,1320,1320.0,1320,42.27272727272727,42.27272727272727,GCA_043005725.1,Crosa_01,33.5,15395005,refseq,animal,41666,34090
Euura lappo,1,1,1,1,TIR,TIR,CLASSII,5149,5149,5149.0,5149,45.60108758982327,45.60108758982327,GCA_018257835.1,ELAP_v2.0,40.5,201165,refseq,animal,10681,8739
Strigamia maritima,1,1,1,1,LINE,LINE,CLASSI,4391,4391,4391.0,4391,59.1437030289228,59.1437030289228,GCA_000239455.1,Smar_1.0,35.5,24745,refseq,animal,12525,10248
Labeo rohita,1,1,1,1,TC1MARINER,TIR,CLASSII,1557,1557,1557.0,1557,43.15992292870906,43.15992292870906,GCF_022985175.1,IGBB_LRoh.1.0,36.0,1265157,refseq,animal,35324,28901
Heterodera glycines,1,1,1,1,LINE,LINE,CLASSI,1885,1885,1885.0,1885,47.214854111405835,47.214854111405835,GCA_052402725.1,TN10v3,37.0,2964622,refseq,animal,29177,23872
Neodiprion pinetum,1,1,1,1,TC1MARINER,TIR,CLASSII,1973,1973,1973.0,1973,39.28028383172833,39.28028383172833,GCF_021155775.2,iyNeoPine1.2,40.0,4737759,refseq,animal,27876,22807
Thymallus thymallus,1,1,1,1,TC1MARINER,TIR,CLASSII,1548,1548,1548.0,1548,45.348837209302324,45.348837209302324,GCA_023634145.1,fThyThy.pri.20220222,43.0,2277286,refseq,animal,35529,29069
Anopheles darlingi,1,1,1,1,COPIA,LTR,CLASSI,4294,4294,4294.0,4294,43.176525384257104,43.176525384257104,GCF_943734745.1,idAnoDarlMG_H_01,48.0,19203082,refseq,animal,12808,10479
Timema cristinae,1,1,1,1,TC1MARINER,TIR,CLASSII,2227,2227,2227.0,2227,36.7759317467445,36.7759317467445,GCA_050494535.1,ASM5049453v1,35.5,61735528,refseq,animal,24696,20206
Cavia cutleri,1,1,1,1,L1,LINE,CLASSI,679,679,679.0,679,35.34609720176731,35.34609720176731,N/A,N/A,,,failed,animal,81001,66273
Membranipora membranacea,1,1,1,1,KOLOBOK,TIR,CLASSII,4323,4323,4323.0,4323,45.315752949340734,45.315752949340734,GCA_914767715.1,tzMemMemb1.1,38.0,7007262,refseq,animal,12722,10409
Mammuthus primigenius,1,1,1,1,HAT,TIR,CLASSII,208,208,208.0,208,30.76923076923077,30.76923076923077,N/A,N/A,,,failed,animal,264423,216346
Seriola lalandi,1,1,1,1,TC1MARINER,TIR,CLASSII,1558,1558,1558.0,1558,43.77406931964056,43.77406931964056,GCF_002814215.2,Sedor1,40.5,51452,refseq,animal,35301,28883
Poecilia mexicana,1,1,1,1,TC1MARINER,TIR,CLASSII,1558,1558,1558.0,1558,44.1591784338896,44.1591784338896,GCF_001443325.1,P_mexicana-1.0,39.0,39840,refseq,animal,35301,28883
Varanus indicus,1,1,1,1,TRNA,SINE,CLASSI,351,351,351.0,351,53.561253561253565,53.561253561253565,N/A,N/A,,,failed,animal,156695,128205
Eriosoma lanigerum,1,1,1,1,TC1MARINER,TIR,CLASSII,3181,3181,3181.0,3181,34.48601068846275,34.48601068846275,GCA_013282895.1,WAA_JIC_1.0,26.0,157895,refseq,animal,17290,14146
Maniola jurtina,1,1,1,1,TC1MARINER,TIR,CLASSII,2174,2174,2174.0,2174,36.84452621895124,36.84452621895124,GCF_905333055.1,ilManJurt1.1,37.0,13288869,refseq,animal,25298,20699
Pterocles gutturalis,1,1,1,1,LINE,LINE,CLASSI,4213,4213,4213.0,4213,42.8435793971042,42.8435793971042,GCF_000699245.1,ASM69924v1,41.5,26448,refseq,animal,13054,10681
Amphibolurus norrisi,1,1,1,1,RTE,LINE,CLASSI,3305,3305,3305.0,3305,44.175491679273826,44.175491679273826,N/A,N/A,,,failed,animal,16641,13615
Dendroctonus ponderosae,1,1,1,1,LINE,LINE,CLASSI,3866,3866,3866.0,3866,53.64718054837041,53.64718054837041,GCF_020466585.1,Dpon_F_20191213v2,36.0,26086,refseq,animal,14226,11639
Amphilophus citrinellus,1,1,1,1,TC1MARINER,TIR,CLASSII,1660,1660,1660.0,1660,43.493975903614455,43.493975903614455,GCA_013435755.1,ASM1343575v1,41.0,3839513,refseq,animal,33132,27108
Amazona vittata,1,1,1,1,RTE,LINE,CLASSI,3998,3998,3998.0,3998,21.53576788394197,21.53576788394197,GCA_000332375.2,ASM33237v2,41.5,29306,refseq,animal,13756,11255
Musca vetustissima,1,1,1,1,HAT,TIR,CLASSII,638,638,638.0,638,36.83385579937304,36.83385579937304,GCF_032173495.1,APGP_CSIRO_Mvet_v1,34.5,99337,refseq,animal,86206,70532
Dinoponera quadriceps,1,1,1,1,TC1MARINER,TIR,CLASSII,1324,1324,1324.0,1324,45.9214501510574,45.9214501510574,GCF_001313825.1,ASM131382v1,43.5,29911,refseq,animal,41540,33987
Xiphophorus couchianus,1,1,1,1,TC1MARINER,TIR,CLASSII,1567,1567,1567.0,1567,44.22463305679643,44.22463305679643,GCF_001444195.1,X_couchianus-1.0,39.0,15315838,refseq,animal,35098,28717
Oxyurichthys papuensis,1,1,1,1,LINE,LINE,CLASSI,1725,1725,1725.0,1725,52.0,52.0,N/A,N/A,,,failed,animal,31884,26086
Squalus acanthias,1,1,1,1,TRNA,SINE,CLASSI,463,463,463.0,463,48.16414686825054,48.16414686825054,GCA_030390025.1,ASM3039002v1,46.0,1715360,refseq,animal,118790,97192
Metacrinus rotundus,1,1,1,1,LINE,LINE,CLASSI,1756,1756,1756.0,1756,52.0501138952164,52.0501138952164,N/A,N/A,,,failed,animal,31321,25626
Tenualosa ilisha,1,1,1,1,TC1MARINER,TIR,CLASSII,1559,1559,1559.0,1559,43.810134701731876,43.810134701731876,GCA_015244755.2,TenIli1.0,43.5,2624235,refseq,animal,35279,28864
Chaetopterus variopedatus,1,1,1,1,TRNA,SINE,CLASSI,322,322,322.0,322,48.13664596273292,48.13664596273292,N/A,N/A,,,failed,animal,170807,139751
Medauroidea extradentata,1,1,1,1,TC1MARINER,TIR,CLASSII,1325,1325,1325.0,1325,49.13207547169811,49.13207547169811,GCA_003012365.1,ASM301236v1,37.0,28251,refseq,animal,41509,33962
Caenorhabditis tropicalis,1,1,1,1,LINE,LINE,CLASSI,4051,4051,4051.0,4051,44.38410269069365,44.38410269069365,GCA_043792875.1,NIC58_v2,38.0,8055841,refseq,animal,13576,11108
Myotis daubentonii,1,1,1,1,TRNA,SINE,CLASSI,223,223,223.0,223,48.87892376681614,48.87892376681614,GCA_963259705.2,mMyoDau2.hap1.2,43.0,28718153,refseq,animal,246636,201793
Rhagoletis zephyria,1,1,1,1,TC1MARINER,TIR,CLASSII,1306,1306,1306.0,1306,41.19448698315467,41.19448698315467,GCF_001687245.2,Rhagoletis_zephyria_1.1,36.5,19399,refseq,animal,42113,34456
Haliotis discus,1,1,1,1,TRNA,SINE,CLASSI,377,377,377.0,377,53.05039787798409,53.05039787798409,GCA_044707095.1,ASM4470709v1,40.5,28490,refseq,animal,145888,119363
Drosophila bocqueti,1,1,1,1,P,TIR,CLASSII,3300,3300,3300.0,3300,37.21212121212121,37.21212121212121,GCA_018151655.1,ASM1815165v1,42.5,20206544,refseq,animal,16666,13636
Trionymus perrisii,1,1,1,1,TC1MARINER,TIR,CLASSII,2085,2085,2085.0,2085,33.71702637889688,33.71702637889688,GCA_900050545.1,TPER,31.5,4604,refseq,animal,26378,21582
Loa loa,1,1,1,1,RTE,LINE,CLASSI,3998,3998,3998.0,3998,47.24862431215608,47.24862431215608,GCF_000183805.2,Loa_loa_V3.1,31.0,13750,refseq,animal,13756,11255
Daphnia pulicaria,1,1,1,1,PIGGYBAC,TIR,CLASSII,6631,6631,6631.0,6631,46.91600060322727,46.91600060322727,GCF_021234035.1,SC_F0-13Bv2,41.5,3523768,refseq,animal,8294,6786
Eptatretus burgeri,1,1,1,1,PLE,PLE,CLASSI,3057,3057,3057.0,3057,34.64180569185476,34.64180569185476,GCA_024346535.1,Eburgeri_v1,43.0,16240,refseq,animal,17991,14720
Drosophila simulans,1,1,1,1,HAT,TIR,CLASSII,3016,3016,3016.0,3016,37.76525198938992,37.76525198938992,GCF_016746395.2,Prin_Dsim_3.1,42.5,22319025,refseq,animal,18236,14920
Octopus vulgaris,1,1,1,1,PLE,PLE,CLASSI,3933,3933,3933.0,3933,29.90083905415713,29.90083905415713,GCA_951406725.2,xcOctVulg1.2,36.5,3577857,best_n50,animal,13984,11441
Cyanidioschyzon merolae,1,1,1,1,LINE,LINE,CLASSI,4810,4810,4810.0,4810,53.07692307692308,53.07692307692308,GCF_000091205.1,ASM9120v1,55.0,859119,refseq,otro,11434,9355
Pristionchus pacificus,1,1,1,1,PLE,PLE,CLASSI,4365,4365,4365.0,4365,38.30469644902635,38.30469644902635,GCA_000180635.4,El Paco v. 4,43.0,4619064,refseq,animal,12600,10309
Phenacoccus solenopsis,1,1,1,1,TC1MARINER,TIR,CLASSII,2425,2425,2425.0,2425,32.948453608247426,32.948453608247426,GCA_009761765.1,ASM976176v1,33.5,489811,refseq,animal,22680,18556
Triplophysa dalaica,1,1,1,1,LTR,LTR,CLASSI,416,416,416.0,416,58.65384615384615,58.65384615384615,GCF_015846415.1,ASM1584641v1,39.0,9273388,refseq,animal,132211,108173
Anguilla rostrata,1,1,1,1,TC1MARINER,TIR,CLASSII,1225,1225,1225.0,1225,46.93877551020408,46.93877551020408,GCF_018555375.3,ASM1855537v3,43.5,5074093,refseq,animal,44897,36734
Lyrurus tetrix,1,1,1,1,TC1MARINER,TIR,CLASSII,1280,1280,1280.0,1280,45.46875,45.46875,GCA_043882375.1,ASM4388237v1,41.0,164437,refseq,animal,42968,35156
Xestia xanthographa,1,1,1,1,PIGGYBAC,TIR,CLASSII,2002,2002,2002.0,2002,38.61138861138861,38.61138861138861,GCA_905147715.2,ilXesXant1.2,38.5,9149592,refseq,animal,27472,22477
Gehyra lazelli,1,1,1,1,RTE,LINE,CLASSI,3651,3651,3651.0,3651,44.28923582580115,44.28923582580115,N/A,N/A,,,failed,animal,15064,12325
Temnothorax longispinosus,1,1,1,1,TC1MARINER,TIR,CLASSII,2941,2941,2941.0,2941,34.104046242774565,34.104046242774565,GCF_030848805.1,Tlon_JGU_v1,38.5,583035,refseq,animal,18701,15300
Idioteuthis cordiformis,1,1,1,1,TRNA,SINE,CLASSI,370,370,370.0,370,56.21621621621622,56.21621621621622,N/A,N/A,,,failed,animal,148648,121621
Colinus virginianus,1,1,1,1,TC1MARINER,TIR,CLASSII,1331,1331,1331.0,1331,45.003756574004505,45.003756574004505,GCA_008692595.2,Cv_LA_2.0,41.5,106817,refseq,animal,41322,33809
Tinea trinotella,1,1,1,1,TRNA,SINE,CLASSI,171,171,171.0,171,39.76608187134503,39.76608187134503,GCA_905220615.1,ilTinTrin1.1,35.5,13660558,refseq,animal,321637,263157
Ostrea lurida,1,1,1,1,PLE,PLE,CLASSI,3360,3360,3360.0,3360,37.470238095238095,37.470238095238095,GCA_903981925.1,v081,36.5,7815,refseq,animal,16369,13392
Stegodyphus dumicola,1,1,1,1,PLE,PLE,CLASSI,3988,3988,3988.0,3988,32.19658976930793,32.19658976930793,GCF_010614865.2,ASM1061486v2,33.5,254139,refseq,animal,13791,11283
Erynnis propertius,1,1,1,1,TRNA,SINE,CLASSI,300,300,300.0,300,48.66666666666667,48.66666666666667,N/A,N/A,,,failed,animal,183333,150000
Pristionchus arcanus,1,1,1,1,PLE,PLE,CLASSI,4055,4055,4055.0,4055,39.67940813810111,39.67940813810111,GCA_900490705.1,P. arcanus genome,42.0,43919,refseq,animal,13563,11097
Belone belone,1,1,1,1,TC1MARINER,TIR,CLASSII,1611,1611,1611.0,1611,40.285536933581625,40.285536933581625,N/A,N/A,,,failed,animal,34140,27932
Mytilus galloprovincialis,1,1,1,1,PLE,PLE,CLASSI,4114,4114,4114.0,4114,36.0719494409334,36.0719494409334,GCF_965363235.1,xbMytGall1.hap1.1,32.5,12118000,refseq,animal,13368,10938
Spodoptera litura,1,1,1,1,TRNA,SINE,CLASSI,262,262,262.0,262,48.854961832061065,48.854961832061065,GCF_002706865.2,ASM270686v3,36.5,68785,refseq,animal,209923,171755
Mnemiopsis leidyi,1,1,1,1,PLE,PLE,CLASSI,3217,3217,3217.0,3217,33.97575380789555,33.97575380789555,GCA_048537945.1,crg_Mlei_v2,39.0,3726882,refseq,animal,17096,13988
Haemonchus contortus,1,1,1,1,PLE,PLE,CLASSI,3699,3699,3699.0,3699,28.41308461746418,28.41308461746418,GCA_000469685.2,haemonchus_contortus_MHCO3ISE_4.0,43.0,3801457,refseq,animal,14868,12165
Spodoptera frugiperda,1,1,1,1,TRNA,SINE,CLASSI,298,298,298.0,298,50.0,50.0,GCF_023101765.2,AGI-APGP_CSIRO_Sfru_2.0,36.5,4914980,refseq,animal,184563,151006
Timema shepardi,1,1,1,1,TC1MARINER,TIR,CLASSII,2225,2225,2225.0,2225,36.674157303370784,36.674157303370784,N/A,N/A,,,failed,animal,24719,20224
Mya arenaria,1,1,1,1,GYPSY,LTR,CLASSI,4968,4968,4968.0,4968,39.43236714975845,39.43236714975845,GCF_026914265.1,ASM2691426v1,35.5,3381420,refseq,animal,11070,9057
Helicoverpa zea,1,1,1,1,TC1MARINER,TIR,CLASSII,2573,2573,2573.0,2573,36.30003886513797,36.30003886513797,GCF_022581195.2,ilHelZeax1.1,37.0,10871041,refseq,animal,21375,17489
Drosophila mercatorum,1,1,1,1,LINE,LINE,CLASSI,3446,3446,3446.0,3446,48.781195589088796,48.781195589088796,GCA_961210405.1,dmerc_wildtype_assembly,40.5,22671956,refseq,animal,15960,13058
Hydroides elegans,1,1,1,1,TC1MARINER,TIR,CLASSII,1931,1931,1931.0,1931,38.21853961677888,38.21853961677888,GCA_001703475.1,H_elegans_v1.0,35.5,5980,refseq,animal,28482,23303
Hyalophora cecropia,1,1,1,1,TC1MARINER,TIR,CLASSII,1255,1255,1255.0,1255,39.52191235059761,39.52191235059761,N/A,N/A,,,failed,animal,43824,35856
Agrilus planipennis,1,1,1,1,LINE,LINE,CLASSI,995,995,995.0,995,57.98994974874372,57.98994974874372,GCF_000699045.2,Apla_2.0,34.5,28329,refseq,animal,55276,45226
Trachymyrmex septentrionalis,1,1,1,1,TC1MARINER,TIR,CLASSII,1320,1320,1320.0,1320,49.46969696969697,49.46969696969697,GCF_001594115.1,Tsep1.0,34.5,14962,refseq,animal,41666,34090
Acropora nasuta,1,1,1,1,PLE,PLE,CLASSI,3521,3521,3521.0,3521,41.067878443623975,41.067878443623975,GCA_014634205.1,Anas_1.0,39.0,40130,refseq,animal,15620,12780
Beroe forskalii,1,1,1,1,PLE,PLE,CLASSI,3773,3773,3773.0,3773,39.04055128544924,39.04055128544924,GCA_011033025.1,UCSC_Bfor_v1,40.0,208539,refseq,animal,14577,11926
Takifugu rubripes,1,1,1,1,PIGGYBAC,TIR,CLASSII,2814,2814,2814.0,2814,44.95380241648898,44.95380241648898,GCF_901000725.2,fTakRub1.2,45.5,3136617,refseq,animal,19545,15991
Eremiascincus richardsonii,1,1,1,1,RTE,LINE,CLASSI,3831,3831,3831.0,3831,44.63586530931872,44.63586530931872,N/A,N/A,,,failed,animal,14356,11746
Ventiella sulfuris,1,1,1,1,TC1MARINER,TIR,CLASSII,1293,1293,1293.0,1293,54.988399071925755,54.988399071925755,N/A,N/A,,,failed,animal,42536,34802
Sinocyclocheilus grahami,1,1,1,1,TC1MARINER,TIR,CLASSII,1535,1535,1535.0,1535,41.88925081433224,41.88925081433224,GCF_001515645.1,SAMN03320097.WGS_v1.1,37.5,29354,refseq,animal,35830,29315
Hydrophis spiralis,1,1,1,1,RTE,LINE,CLASSI,1893,1893,1893.0,1893,41.46856840993133,41.46856840993133,N/A,N/A,,,failed,animal,29054,23771
Squatina japonica,1,1,1,1,LINE,LINE,CLASSI,1988,1988,1988.0,1988,42.95774647887324,42.95774647887324,N/A,N/A,,,failed,animal,27665,22635
Paracentrotus lividus,1,1,1,1,TRNA,SINE,CLASSI,248,248,248.0,248,53.62903225806451,53.62903225806451,GCA_940671915.1,Pliv_v1,36.5,37479,refseq,animal,221774,181451
Phodopus sungorus,1,1,1,1,ERV,LTR,CLASSI,898,898,898.0,898,43.76391982182628,43.76391982182628,GCA_030556225.1,Psun-UiT-1,41.5,55879606,refseq,animal,61247,50111
Pleuronectes platessa,1,1,1,1,TC1MARINER,TIR,CLASSII,1634,1634,1634.0,1634,42.10526315789473,42.10526315789473,GCF_947347685.1,fPlePla1.1,42.5,1477112,refseq,animal,33659,27539
Tanichthys albonubes,1,1,1,1,LINE,LINE,CLASSI,2492,2492,2492.0,2492,57.90529695024077,57.90529695024077,N/A,N/A,,,failed,animal,22070,18057
Porcellio scaber,1,1,1,1,LINE,LINE,CLASSI,3358,3358,3358.0,3358,55.241215008933885,55.241215008933885,GCA_034700385.1,ASM3470038v1,32.0,1242,refseq,animal,16378,13400
Anurida maritima,1,1,1,1,LINE,LINE,CLASSI,4277,4277,4277.0,4277,49.42716857610475,49.42716857610475,N/A,N/A,,,failed,animal,12859,10521
Armadillidium vulgare,1,1,1,1,TC1MARINER,TIR,CLASSII,1289,1289,1289.0,1289,41.97051978277735,41.97051978277735,GCA_051530015.1,Avulg_BH_1.0,27.5,327742,refseq,animal,42668,34910
Limonius californicus,1,1,1,1,TC1MARINER,TIR,CLASSII,1903,1903,1903.0,1903,37.099316868102996,37.099316868102996,GCA_014611495.1,UIdaho_Lcali_1.0,35.0,19395,refseq,animal,28901,23646
Periophthalmus magnuspinnatus,1,1,1,1,TC1MARINER,TIR,CLASSII,1225,1225,1225.0,1225,45.46938775510204,45.46938775510204,GCF_009829125.3,fPerMag1.2.pri,40.0,2301275,refseq,animal,44897,36734
Glypta fumiferanae,1,1,1,1,CACTA,TIR,CLASSII,166,166,166.0,166,38.55421686746988,38.55421686746988,N/A,N/A,,,failed,animal,331325,271084
Zonotrichia albicollis,1,1,1,1,LINE,LINE,CLASSI,4542,4542,4542.0,4542,49.60369881109643,49.60369881109643,GCF_047830755.1,bZonAlb1.hap1,44.0,17147933,refseq,animal,12109,9907
